03111,   1 , 1,N3,di Abete bianco e Faggio. Rinnovazione di Pino silvestre lungo la strada e nelle aree maggiormente esposte.,3,\N
03111,   1 , 1,P2,e cure colturali ai giovani popolamenti,54,\N
03111,   1 , 1,SPE_ERBA,- Al limite ovest della particella e nel terzo superiore\, dove aumenta la presenza di Abete bianco\, sono presenti tratti di Abieteto dei substrati silicatici tipico.,59,\N
03111,   2 , 1,N3,di abete bianco ed abete rosso,2,\N
03111,   3 , 1,N3,di Abete bianco ed Abete rosso\, con Larice nelle aree più aperte.,3,\N
03111,   3 , 1,SPE_ERBA,- Nel terzo superiore la tipologia forestale prevalente è riconducibile alla  Pecceta altimontana dei substrati silicatici dei suoli mesici,60,\N
03111,   4 , 1,N3,di abete rosso. Nel terzo superiore presente rinnovazione di Larice,7,\N
03111,   4 , 1,P2,In questa particella\, data la presenza di un'arena di canto del Gallo forcello\, sono previsti interventi a favore della fauna selvatica mediante decespugliamenti di arbusti bassi invasivi. Gli interventi sono,6,\N
03111,   4 , 1,SPE_ERBA,- Presenza di tratti di Lariceto tipico nel terzo superiore.,61,\N
03111,   5 , 1,N3,di Abete rosso e\, in subordine\, di Abete bianco.,9,\N
03111,   5 , 1,P2,ed esecuzione di diradamenti selettivi nei tratti di perticaia,8,\N
03111,   6 , 1,N3,di Abete rosso ed abete bianco,11,\N
03111,   6 , 1,P2,e diradamenti selettivi nei tratti di perticaia,10,\N
03111,   7 , 1,N3,e diffusa di Abete rosso e bianco; nei tratti più aperti e lungo la strada buona rinnovazione di Pino silvestre.,13,\N
03111,   7 , 1,SPE_ERBA,- Nel terzo superiore\, in prossimità del maggengo di Azzolo\, come tipologia forestale prevale la Pineta di Pino silvestre dei substrati silicatici montana.,62,\N
03111,   8 , 1,N3,di Abete rosso e bianco\, con sporadico Faggio e altre latifoglie. Nei tratti più aperti ed al limite con i prati di Corna in Monte buona rinnovazione di Pino silvestre,14,\N
03111,   8 , 1,SPE_ERBA,- Presenza di tratti limitati di  Pineta di Pino silvestre\, soprattutto in prossimità del maggengo di Corna in Monte.,63,\N
03111,   9 , 1,N3,di latigfoglie,16,\N
03111,  10 , 1,N3,di latifoglie,17,\N
03111,  12 , 1,N3,di Abete rosso ed Abete bianco.,19,\N
03111,  12 , 1,P2,e cure colturali ai giovani popolamenti,18,\N
03111,  13 , 1,N3,di Abete rosso ed Abete bianco.,20,\N
03111,  17 , 1,N3,di Abete rosso e bianco,22,\N
03111,  17 , 1,P2,e sfolli,21,\N
03111,  18 , 1,N3,di Abete rosso e bianco. Nel terzo superiore della particella\, ai margini dei pascoli abbandonati\,  discreta rinnovazione di Larice.,24,\N
03111,  18 , 1,SPE_ERBA,- Nella parte superiore della particella presenza di Lariceto tipico\, mentre lungo i canaloni tratti di Alneto di Ontano verde.,64,\N
03111,  19 , 1,N3,di Abete rosso e bianco.,26,\N
03111,  19 , 1,SPE_ERBA,- Lungo la valle al confine con la sezione 23 Alneto di ontano verde,65,\N
03111,  20 , 1,SPE_ERBA,- Ampie fasce di Alneto di ontano verde ai lati della particella,66,\N
03111,  22 , 1,N3,Alle quote inferiori buona rinnovazione di Abete rosso e bianco; salendo di quota e nelle aree più aperte rinnovazione di Larice,1,\N
03111,  23 , 1,N3,Nelle aree più aperte buona rinnovazione di Abete bianco e rosso,29,\N
03111,  24 , 1,INT2,Particella sottoposta a taglio di utilizzazione nel periodo 2009 - 2010,32,\N
03111,  24 , 1,N3,dei due abeti\, distribuita a nuclei nelle aree più aperte e lungo i margini della strada.,31,\N
03111,  24 , 1,P2,e taglio a carattere fitosanitario a carico dei nuclei con piante fortemente deperienti e stroncate.,30,\N
03111,  26 , 1,INT2,Particella sottoposta a taglio di utilizzazione nel periodo 2009 - 2010,33,\N
03111,  26 , 1,N3,Buona rinnovazione dei due abeti\, distribuita a nuclei nelle aree più aperte e lungo i margini della strada.,36,\N
03111,  26 , 1,P2,combinati a diradamenti e cure colturali ai giovani popolamenti.,39,\N
03111,  27 , 1,P2,Su questa particella andranno eseguiti anche diradamenti e cure colturali ai giovani impianti.,55,\N
